date,na1,na2,ra,dec,
 2002-Feb-17 00:00, , ,   255.56979,   11.89874,
 2002-Feb-27 00:00, , ,   255.60788,   11.96226,
 2002-Mar-09 00:00, , ,   255.62542,   12.02921,
 2002-Mar-19 00:00, , ,   255.62216,   12.09764,
 2002-Mar-29 00:00, , ,   255.59857,   12.16541,
 2002-Apr-08 00:00, , ,   255.55582,   12.23054,
 2002-Apr-18 00:00, , ,   255.49544,   12.29112,
 2002-Apr-28 00:00, , ,   255.41970,   12.34531,
 2002-May-08 00:00, , ,   255.33122,   12.39163,
 2002-May-18 00:00, , ,   255.23286,   12.42875,
 2002-May-28 00:00, , ,   255.12796,   12.45559,
 2002-Jun-07 00:00, , ,   255.01983,   12.47154,
 2002-Jun-17 00:00, , ,   254.91187,   12.47615,
 2002-Jun-27 00:00, , ,   254.80759,   12.46936,
 2002-Jul-07 00:00, , ,   254.71013,   12.45152,
 2002-Jul-17 00:00, , ,   254.62255,   12.42314,
 2002-Jul-27 00:00, , ,   254.54764,   12.38514,
 2002-Aug-06 00:00, , ,   254.48765,   12.33869,
 2002-Aug-16 00:00, , ,   254.44458,   12.28509,
 2002-Aug-26 00:00, , ,   254.41987,   12.22599,
 2002-Sep-05 00:00, , ,   254.41437,   12.16307,
 2002-Sep-15 00:00, , ,   254.42859,   12.09812,
 2002-Sep-25 00:00, , ,   254.46229,   12.03309,
 2002-Oct-05 00:00, , ,   254.51474,   11.96980,
 2002-Oct-15 00:00, , ,   254.58480,   11.91010,
 2002-Oct-25 00:00, , ,   254.67061,   11.85579,
 2002-Nov-04 00:00, , ,   254.76999,   11.80839,
 2002-Nov-14 00:00, , ,   254.88037,   11.76938,
 2002-Nov-24 00:00, , ,   254.99866,   11.73993,
 2002-Dec-04 00:00, , ,   255.12174,   11.72090,
 2002-Dec-14 00:00, , ,   255.24620,   11.71296,
 2002-Dec-24 00:00, , ,   255.36849,   11.71634,
 2003-Jan-03 00:00, , ,   255.48532,   11.73096,
 2003-Jan-13 00:00, , ,   255.59335,   11.75646,
 2003-Jan-23 00:00, , ,   255.68957,   11.79203,
 2003-Feb-02 00:00, , ,   255.77141,   11.83662,
 2003-Feb-12 00:00, , ,   255.83658,   11.88891,
 2003-Feb-22 00:00, , ,   255.88345,   11.94726,
 2003-Mar-04 00:00, , ,   255.91095,   12.00994,
 2003-Mar-14 00:00, , ,   255.91847,   12.07506,
 2003-Mar-24 00:00, , ,   255.90624,   12.14059,
 2003-Apr-03 00:00, , ,   255.87494,   12.20465,
 2003-Apr-13 00:00, , ,   255.82580,   12.26528,
 2003-Apr-23 00:00, , ,   255.76077,   12.32070,
 2003-May-03 00:00, , ,   255.68202,   12.36936,
 2003-May-13 00:00, , ,   255.59224,   12.40978,
 2003-May-23 00:00, , ,   255.49445,   12.44090,
 2003-Jun-02 00:00, , ,   255.39170,   12.46188,
 2003-Jun-12 00:00, , ,   255.28735,   12.47212,
 2003-Jun-22 00:00, , ,   255.18467,   12.47147,
 2003-Jul-02 00:00, , ,   255.08679,   12.46000,
 2003-Jul-12 00:00, , ,   254.99684,   12.43807,
 2003-Jul-22 00:00, , ,   254.91756,   12.40646,
 2003-Aug-01 00:00, , ,   254.85138,   12.36607,
 2003-Aug-11 00:00, , ,   254.80049,   12.31810,
 2003-Aug-21 00:00, , ,   254.76644,   12.26402,
 2003-Aug-31 00:00, , ,   254.75043,   12.20532,
 2003-Sep-10 00:00, , ,   254.75321,   12.14375,
 2003-Sep-20 00:00, , ,   254.77480,   12.08109,
 2003-Sep-30 00:00, , ,   254.81491,   12.01910,
 2003-Oct-10 00:00, , ,   254.87264,   11.95966,
 2003-Oct-20 00:00, , ,   254.94649,   11.90445,
 2003-Oct-30 00:00, , ,   255.03470,   11.85509,
 2003-Nov-09 00:00, , ,   255.13487,   11.81310,
 2003-Nov-19 00:00, , ,   255.24430,   11.77968,
 2003-Nov-29 00:00, , ,   255.36013,   11.75587,
 2003-Dec-09 00:00, , ,   255.47905,   11.74245,
 2003-Dec-19 00:00, , ,   255.59779,   11.73979,
 2003-Dec-29 00:00, , ,   255.71310,   11.74806,
 2004-Jan-08 00:00, , ,   255.82160,   11.76701,
 2004-Jan-18 00:00, , ,   255.92038,   11.79607,
 2004-Jan-28 00:00, , ,   256.00666,   11.83442,
 2004-Feb-07 00:00, , ,   256.07802,   11.88086,
 2004-Feb-17 00:00, , ,   256.13267,   11.93397,
 2004-Feb-27 00:00, , ,   256.16916,   11.99220,
 2004-Mar-08 00:00, , ,   256.18668,   12.05371,
 2004-Mar-18 00:00, , ,   256.18512,   12.11668,
 2004-Mar-28 00:00, , ,   256.16472,   12.17922,
 2004-Apr-07 00:00, , ,   256.12651,   12.23941,
 2004-Apr-17 00:00, , ,   256.07199,   12.29554,
 2004-Apr-27 00:00, , ,   256.00300,   12.34594,
 2004-May-07 00:00, , ,   255.92202,   12.38912,
 2004-May-17 00:00, , ,   255.83171,   12.42394,
 2004-May-27 00:00, , ,   255.73493,   12.44939,
 2004-Jun-06 00:00, , ,   255.63490,   12.46478,
 2004-Jun-16 00:00, , ,   255.53467,   12.46980,
 2004-Jun-26 00:00, , ,   255.43739,   12.46430,
 2004-Jul-06 00:00, , ,   255.34613,   12.44856,
 2004-Jul-16 00:00, , ,   255.26361,   12.42309,
 2004-Jul-26 00:00, , ,   255.19245,   12.38863,
 2004-Aug-05 00:00, , ,   255.13487,   12.34628,
 2004-Aug-15 00:00, , ,   255.09263,   12.29725,
 2004-Aug-25 00:00, , ,   255.06722,   12.24295,
 2004-Sep-04 00:00, , ,   255.05950,   12.18502,
 2004-Sep-14 00:00, , ,   255.06989,   12.12506,
 2004-Sep-24 00:00, , ,   255.09841,   12.06482,
 2004-Oct-04 00:00, , ,   255.14435,   12.00610,
 2004-Oct-14 00:00, , ,   255.20669,   11.95053,
 2004-Oct-24 00:00, , ,   255.28389,   11.89979,
 2004-Nov-03 00:00, , ,   255.37387,   11.85539,
 2004-Nov-13 00:00, , ,   255.47430,   11.81860,
 2004-Nov-23 00:00, , ,   255.58248,   11.79061,
 2004-Dec-03 00:00, , ,   255.69533,   11.77224,
 2004-Dec-13 00:00, , ,   255.80986,   11.76405,
 2004-Dec-23 00:00, , ,   255.92276,   11.76639,
 2005-Jan-02 00:00, , ,   256.03086,   11.77914,
 2005-Jan-12 00:00, , ,   256.13121,   11.80196,
 2005-Jan-22 00:00, , ,   256.22087,   11.83422,
 2005-Feb-01 00:00, , ,   256.29742,   11.87487,
 2005-Feb-11 00:00, , ,   256.35883,   11.92273,
 2005-Feb-21 00:00, , ,   256.40338,   11.97635,
 2005-Mar-03 00:00, , ,   256.43009,   12.03403,
 2005-Mar-13 00:00, , ,   256.43844,   12.09412,
 2005-Mar-23 00:00, , ,   256.42840,   12.15473,
 2005-Apr-02 00:00, , ,   256.40071,   12.21404,
 2005-Apr-12 00:00, , ,   256.35642,   12.27036,
 2005-Apr-22 00:00, , ,   256.29717,   12.32196,
 2005-May-02 00:00, , ,   256.22511,   12.36738,
 2005-May-12 00:00, , ,   256.14254,   12.40534,
 2005-May-22 00:00, , ,   256.05224,   12.43472,
 2005-Jun-01 00:00, , ,   255.95713,   12.45479,
 2005-Jun-11 00:00, , ,   255.86012,   12.46500,
 2005-Jun-21 00:00, , ,   255.76434,   12.46510,
 2005-Jul-01 00:00, , ,   255.67271,   12.45522,
 2005-Jul-11 00:00, , ,   255.58802,   12.43564,
 2005-Jul-21 00:00, , ,   255.51297,   12.40698,
 2005-Jul-31 00:00, , ,   255.44978,   12.37018,
 2005-Aug-10 00:00, , ,   255.40047,   12.32623,
 2005-Aug-20 00:00, , ,   255.36666,   12.27648,
 2005-Aug-30 00:00, , ,   255.34942,   12.22237,
 2005-Sep-09 00:00, , ,   255.34949,   12.16542,
 2005-Sep-19 00:00, , ,   255.36709,   12.10732,
 2005-Sep-29 00:00, , ,   255.40185,   12.04974,
 2005-Oct-09 00:00, , ,   255.45310,   11.99432,
 2005-Oct-19 00:00, , ,   255.51951,   11.94275,
 2005-Oct-29 00:00, , ,   255.59938,   11.89647,
 2005-Nov-08 00:00, , ,   255.69069,   11.85691,
 2005-Nov-18 00:00, , ,   255.79088,   11.82527,
 2005-Nov-28 00:00, , ,   255.89725,   11.80246,
 2005-Dec-08 00:00, , ,   256.00691,   11.78925,
 2005-Dec-18 00:00, , ,   256.11668,   11.78606,
 2005-Dec-28 00:00, , ,   256.22355,   11.79296,
$$EOE
*******************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date. Calendar dates prior to 1582-Oct-15 are in the
Julian calendar system. Later calendar dates are in the Gregorian system.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'R.A._(ICRF), DEC_(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

*******************************************************************************
